,id_municipio,sigla_uf,ano,rbc_corrente,rbc_transf,d_educacao,d_educacao_fund,d_educacao_inf,taxa_aprovacao_inicial,indicador_rendimento_inicial,nota_saeb_matematica_inicial,nota_saeb_lingua_portuguesa_inicial,ideb_inicial,taxa_aprovacao_final,indicador_rendimento_final,nota_saeb_matematica_final,nota_saeb_lingua_portuguesa_final,ideb_final,inse_2019,populacao_estimada,populacao_0_15_anos,pib,name_region
7987,2410405,RN,2017,21989012.73,21517486.31,11321649.36,9922766.69,1398882.67,81.8,0.82810801,181.1,176.27,3.8,75.0,0.76414698,252.21,236.05,3.7,4.3145,9409,2513,127852361,Nordeste
7988,2410405,RN,2019,24750203.22,23942422.34,11387738.35,9739062.91,1277741.05,85.4,0.85351801,184.66,168.39,3.9,82.9,0.83152902,207.86,204.57,2.9,4.3145,9621,2477,125799856,Nordeste
8001,2506301,PB,2013,78007464.11,66366748.85,20397903.58,19059559.06,1338344.52,88.0,0.876975,183.47,170.25,4.0,66.4,0.67919201,222.27,220.74,2.8,4.3979,57079,13290,633401687,Nordeste
8002,2506301,PB,2015,86914931.89,71992706.17,25152386.13,21264240.71,2608169.24,89.1,0.89258599,,,4.4,74.6,0.76351601,,,3.3,4.3979,57640,12930,849477006,Nordeste
8003,2506301,PB,2017,106133315.49,88259331.99,27435005.45,23018421.27,1868207.74,90.2,0.90228403,196.25,188.47,4.6,80.5,0.80554402,224.02,229.72,3.4,4.3979,58198,12626,947355038,Nordeste
8004,2506301,PB,2019,115950195.0,91720237.07,29261964.12,23722981.16,2638942.46,87.8,0.87941402,199.21,186.36,4.5,86.8,0.871144,232.86,235.99,3.9,4.3979,58833,12454,1082009094,Nordeste
8017,2900504,BA,2013,28531858.0,26993116.0,7989052.67,7960680.95,0.0,88.2,0.89310598,,,,80.2,0.81740999,243.22,224.92,3.7,4.5239,11088,2373,42449491,Nordeste
8018,2900504,BA,2015,23983926.5,23054309.24,7970072.77,7752504.7,76397.78,82.2,0.81691301,,,4.1,74.0,0.74470901,,,3.3,4.5239,10978,2185,51681805,Nordeste
8019,2900504,BA,2017,25664819.02,24669922.95,9926822.69,9350955.23,435495.46,86.1,0.86298603,188.08,181.64,4.2,80.0,0.81106901,236.22,231.78,3.6,4.5239,10718,1962,60644371,Nordeste
8020,2900504,BA,2019,31265783.48,29711839.96,10330203.08,9600157.27,514453.67,90.3,0.90605199,191.42,178.82,4.4,77.8,0.773871,242.33,242.33,3.7,4.5239,10610,1841,69608973,Nordeste
8029,2205201,PI,2013,28903620.68,26336410.97,10635886.86,10597503.26,5182.0,80.1,0.80802798,185.02,169.36,3.7,72.1,0.72588098,217.27,216.78,2.8,4.1143,18689,5097,113801148,Nordeste
8030,2205201,PI,2015,35173173.2,30649355.37,11394657.12,11255231.87,97746.38,72.3,0.72433603,,,3.5,70.6,0.71170402,,,3.0,4.1143,18826,4892,129898858,Nordeste
8031,2205201,PI,2017,38420727.03,34156492.99,13412158.99,13350590.72,50201.96,73.5,0.74688298,193.97,181.83,3.7,75.1,0.76021099,226.63,225.1,3.2,4.1143,18962,4674,160112668,Nordeste
8032,2205201,PI,2019,48191540.26,42845964.35,16654593.06,14929342.44,1567207.09,100.0,1.0,222.36,207.0,6.0,96.5,0.97184098,254.35,256.38,5.0,4.1143,19104,4536,176413721,Nordeste
8037,2705101,AL,2013,43484549.71,39393458.35,15228202.75,14706670.7,57460.42,83.3,0.84079099,168.16,154.1,3.3,62.9,0.66609102,225.38,220.91,2.7,4.0985,24691,7599,204861320,Nordeste
8038,2705101,AL,2015,54018961.76,49546609.83,19243371.97,16413517.81,175946.37,83.6,0.83275098,,,3.7,73.8,0.76204199,,,3.5,4.0985,24674,7148,237393412,Nordeste
8039,2705101,AL,2017,58325941.74,50547318.84,18862076.14,17115086.0,55488.19,91.2,0.920394,192.58,179.07,4.5,90.1,0.90702897,232.67,230.64,4.0,4.0985,24658,6788,298467977,Nordeste
8040,2705101,AL,2019,77887894.32,62251309.03,22900570.73,17498212.69,2928997.41,97.2,0.97346902,205.72,192.55,5.2,95.1,0.95310801,228.36,227.44,4.1,4.0985,24642,6489,306973478,Nordeste
8041,2211704,PI,2013,10500555.66,10196553.05,3704840.86,3470312.58,104301.57,91.6,0.91761202,191.67,172.3,4.4,93.6,0.93447697,235.11,226.82,4.1,4.1607,4410,1196,21552650,Nordeste
8042,2211704,PI,2015,11406130.02,11101226.52,4885830.07,4546527.06,215379.41,85.8,0.86789602,,,4.3,91.4,0.91204298,,,4.4,4.1607,4427,1144,25782526,Nordeste
8043,2211704,PI,2017,12926706.33,12489669.15,4829218.97,4549581.37,204545.22,90.2,0.90336698,197.21,186.83,4.6,92.6,0.92563498,236.33,230.94,4.1,4.1607,4444,1079,31400040,Nordeste
8044,2211704,PI,2019,14219276.69,13773769.77,4044234.39,3820975.14,223259.25,89.2,0.89336503,,,,91.7,0.91906601,243.83,230.61,4.2,4.1607,4462,1030,33893911,Nordeste
8045,2922854,BA,2013,15133492.27,14886431.29,5898082.19,5400025.15,0.0,92.3,0.93152899,174.14,163.77,4.0,84.4,0.85114801,215.57,212.97,3.2,4.3394,8218,1982,35248849,Nordeste
8046,2922854,BA,2015,17749383.89,17382045.11,7592455.95,6037820.46,1217145.89,96.9,0.970456,,,4.4,90.0,0.90331298,,,3.7,4.3394,9102,2089,45140775,Nordeste
8047,2922854,BA,2017,18442579.37,17774275.16,7503031.86,6979809.44,292472.16,92.2,0.929317,181.27,173.55,4.3,79.6,0.79033899,219.58,218.11,3.1,4.3394,9110,1959,53252041,Nordeste
8048,2922854,BA,2019,21874427.9,21381450.55,8338417.35,6451207.99,161873.72,92.8,0.931642,202.77,196.08,5.0,89.2,0.88486499,,,,4.3394,9118,1839,63878226,Nordeste
8053,2508307,PB,2013,38097794.32,35374042.46,14905051.3,14237453.21,0.0,88.5,0.88614702,203.64,183.33,4.6,71.3,0.736687,229.8,229.19,3.2,4.4264,26677,6810,199180834,Nordeste
8054,2508307,PB,2015,46080470.24,42038433.37,16458346.1,15868405.64,20302.32,92.4,0.92559701,,,4.9,76.8,0.77917099,,,,4.4264,27041,6668,235748339,Nordeste
8055,2508307,PB,2017,51653163.09,46242044.79,16935885.75,15574983.42,696773.48,86.2,0.86273903,207.97,195.89,4.7,77.9,0.78284901,234.22,233.41,3.5,4.4264,27266,6477,259416974,Nordeste
8056,2508307,PB,2019,66734130.85,58697376.87,19740314.15,16811235.38,2260500.77,95.4,0.95493501,211.02,197.92,5.3,78.1,0.78542602,225.25,225.77,3.3,4.4264,27503,6339,281110252,Nordeste
8057,2105005,MA,2013,45907246.88,44569628.85,25045201.54,25045201.54,0.0,91.2,0.91021699,167.36,155.99,3.6,79.4,0.79631799,212.16,208.66,2.9,3.7431,27414,10305,103935696,Nordeste
8058,2105005,MA,2015,55069387.28,53687199.94,32386612.95,32386612.95,0.0,90.9,0.910622,,,4.3,76.8,0.771878,,,3.1,3.7431,27850,10016,119232804,Nordeste
8059,2105005,MA,2017,58526411.21,56309742.61,32835930.06,32832977.95,0.0,89.9,0.90445399,185.36,178.91,4.3,79.7,0.80074197,223.97,231.97,3.4,3.7431,28275,9823,144749206,Nordeste
8060,2105005,MA,2019,71528225.29,69069671.71,37435809.49,37435787.22,0.0,91.4,0.91611499,182.6,174.36,4.2,81.3,0.81710798,226.39,236.6,3.6,3.7431,28717,9574,161604340,Nordeste
8061,2807501,SE,2013,25770352.51,23995116.71,10637966.07,0.0,0.0,83.6,0.848113,176.1,164.46,3.7,65.7,0.66483498,231.25,217.49,2.8,3.952,13088,3557,91004813,Nordeste
8062,2807501,SE,2015,30852308.63,27330696.28,16907685.79,14781158.85,1952061.5,84.7,0.857898,,,3.8,69.1,0.70482898,,,3.5,3.952,13077,3308,105522038,Nordeste
8063,2807501,SE,2017,33876985.79,28724480.54,0.0,0.0,0.0,86.6,0.87905902,199.97,186.92,4.6,79.9,0.81446898,258.01,250.42,4.2,3.952,13067,3141,115788417,Nordeste
8064,2807501,SE,2019,34372328.89,32552868.62,11287790.3,8830669.83,2088388.42,87.4,0.87432897,210.11,194.94,4.8,74.4,0.75521702,254.91,248.88,3.8,3.952,13536,3126,124792499,Nordeste
8065,2210201,PI,2013,10657893.01,10504633.76,4342561.56,3839532.17,503029.39,,,,,,,,,,,4.3192,6733,1651,35239949,Nordeste
8066,2210201,PI,2015,12150789.81,11902047.64,4129052.21,3966864.95,162187.26,,,,,,,,,,,4.3192,6724,1548,44614448,Nordeste
8067,2210201,PI,2017,13687113.23,13513706.71,4504916.05,3852199.77,652716.28,85.3,0.85145098,183.75,179.83,4.0,91.9,0.91952503,222.72,230.6,3.9,4.3192,6714,1456,51980819,Nordeste
8068,2210201,PI,2019,16672338.37,15946953.8,5096372.99,4838282.36,258090.63,91.3,0.917539,209.3,208.61,5.3,94.7,0.94199902,224.11,232.5,4.0,4.3192,6705,1386,61137680,Nordeste
8069,2312809,CE,2013,18012347.83,17406431.61,6922878.85,4899815.89,504484.22,99.4,0.99353802,211.0,203.41,5.7,87.8,0.88223201,246.17,251.5,4.4,3.965,7201,2053,33356466,Nordeste
8070,2312809,CE,2015,17818472.27,17217917.63,7438538.19,6205614.26,0.0,99.1,0.99141097,,,6.5,90.5,0.90559101,,,4.4,3.965,7340,1980,40665422,Nordeste
8071,2312809,CE,2017,16274742.4,16038344.8,9164168.37,7029053.81,0.0,98.9,0.98809898,254.27,231.55,6.9,94.1,0.94376099,261.52,254.05,5.0,3.965,7481,1970,49704988,Nordeste
8072,2312809,CE,2019,23053180.1,21950979.81,9427478.35,7262862.91,31994.97,98.8,0.98818803,257.02,237.03,7.1,92.8,0.93065101,266.36,264.95,5.1,3.965,7623,2012,52153339,Nordeste
8077,2102754,MA,2013,19927895.57,18976232.89,7787509.77,6221890.98,1233481.64,87.7,0.87653899,155.78,146.86,3.2,80.5,0.81219,218.44,226.1,3.3,4.1298,10925,3116,63005223,Nordeste
8078,2102754,MA,2015,26493952.08,22472370.2,10668337.6,7584252.08,2751265.57,88.2,0.88288498,,,4.2,80.5,0.81247097,,,3.6,4.1298,10928,2987,82743501,Nordeste
8079,2102754,MA,2017,36749689.03,34035786.05,15933188.66,13751143.94,1831974.72,90.7,0.904881,188.1,184.77,4.4,81.1,0.81903797,213.1,214.66,3.1,4.1298,10931,2918,131076024,Nordeste
8080,2102754,MA,2019,33419899.6,31735277.31,18199837.97,16196160.7,1337994.9,94.7,0.94831097,185.16,179.8,4.5,92.4,0.927118,242.38,239.58,4.4,4.1298,10934,2834,166015878,Nordeste
8085,2307106,CE,2013,48908141.63,46652859.99,18933508.63,12431921.82,2709799.5,91.1,0.91099602,214.5,199.49,5.2,89.6,0.89741302,245.92,244.11,4.3,4.2818,27250,7430,146766939,Nordeste
8086,2307106,CE,2015,24755203.63,22060279.21,27204846.31,20521380.45,3419888.14,95.1,0.95066899,,,5.9,90.8,0.90836698,,,4.7,4.2818,27263,7089,174486381,Nordeste
8087,2307106,CE,2017,57984651.01,54867950.19,24021481.0,22176185.85,136105.0,94.5,0.94763303,210.58,210.55,5.5,87.6,0.876324,253.28,253.21,4.5,4.2818,27277,6882,194304386,Nordeste
8088,2307106,CE,2019,66786013.32,63230400.31,28271532.01,25852450.66,218466.91,98.7,0.98857898,214.55,202.67,5.7,92.5,0.925304,256.42,259.22,4.9,4.2818,27174,6755,230924185,Nordeste
8089,2201929,PI,2013,10233324.63,9890261.16,3874639.9,3512665.2,188377.95,75.1,0.74379098,181.0,154.72,3.1,56.5,0.56900698,241.96,220.88,2.5,4.0935,5573,1443,24776667,Nordeste
8090,2201929,PI,2015,11817290.08,11343996.82,4731102.4,4506096.95,11194.8,71.2,0.69028902,,,3.0,65.2,0.659154,,,2.7,4.0935,5605,1378,31390439,Nordeste
8091,2201929,PI,2017,13804962.79,13290539.12,4979693.96,4760863.59,68798.13,78.4,0.78538001,193.83,181.94,3.9,78.4,0.790447,251.07,239.0,3.8,4.0935,5637,1336,36670921,Nordeste
8092,2201929,PI,2019,15916732.07,15394003.61,6349435.61,5607089.32,494554.5,80.7,0.80214202,201.52,183.08,4.1,65.3,0.65771502,257.45,246.35,3.3,4.0935,5670,1314,44072306,Nordeste
8093,2911105,BA,2013,76537877.66,71196807.71,20571601.65,20098786.01,117094.54,87.2,0.87922198,168.38,159.83,3.6,82.5,0.82895303,211.61,207.96,3.0,4.3895,23927,7014,1175872437,Nordeste
8094,2911105,BA,2015,101430466.51,93775287.18,29502035.88,28877783.63,75743.13,91.9,0.91889399,,,4.2,84.7,0.84755999,,,3.5,4.3895,24461,6864,1605408369,Nordeste
8095,2911105,BA,2017,114678605.07,104047220.16,35961595.33,35332057.03,72297.68,92.8,0.93008202,186.78,184.92,4.5,83.7,0.83939999,223.49,226.66,3.5,4.3895,25021,6810,1744782936,Nordeste
8096,2911105,BA,2019,130835885.27,119938603.82,40992866.93,38799407.9,1407933.43,91.9,0.92069697,203.11,190.97,4.9,90.5,0.90545201,224.03,225.32,3.8,4.3895,25591,6797,1852275894,Nordeste
8105,2900702,BA,2013,251394826.65,193656869.4,60814497.91,37194601.08,4197116.45,75.2,0.75647199,,,,62.8,0.63572001,,,,4.4462,147118,32689,2659131027,Nordeste
8106,2900702,BA,2015,293812767.46,226289842.65,67254461.19,45801620.46,2318147.62,77.8,0.77703297,,,3.9,68.4,0.68570799,,,3.1,4.4462,148696,31669,2737826019,Nordeste
8107,2900702,BA,2017,344445143.52,267657494.21,73428115.25,50252523.05,1980621.1,77.7,0.78065801,203.0,194.61,4.2,63.4,0.63556099,243.27,251.27,3.1,4.4462,150033,30733,3504871255,Nordeste
8108,2900702,BA,2019,407272738.12,311424031.22,81259724.4,35308432.96,12111807.51,83.5,0.83522803,212.35,200.03,4.7,69.2,0.70362401,258.98,262.27,3.8,4.4462,151596,30094,4261287911,Nordeste
8109,2916203,BA,2013,19460780.82,18990460.11,6869999.57,6413159.45,385439.22,85.2,0.85260302,174.86,163.21,3.6,69.7,0.70995998,211.99,216.75,2.7,4.2315,10273,2558,68838882,Nordeste
8110,2916203,BA,2015,21928944.08,21471958.54,7629444.63,7626488.62,2940.0,77.8,0.75725299,,,3.5,72.4,0.73130399,,,3.1,4.2315,9763,2329,83329362,Nordeste
8111,2916203,BA,2017,21896154.45,20637588.58,10865418.32,8408230.63,858305.56,90.4,0.91404402,188.77,182.72,4.5,78.9,0.79104501,229.83,233.77,3.5,4.2315,9266,2125,84478095,Nordeste
8112,2916203,BA,2019,26225012.43,25285639.25,9906045.52,7384897.99,1168618.46,91.9,0.91852599,211.35,205.69,5.3,80.0,0.80872703,231.16,234.85,3.6,4.2315,8761,1920,93669838,Nordeste
8117,2105658,MA,2013,12941421.88,12532502.5,5091663.51,4466023.98,48225.6,96.5,0.96860802,191.38,169.75,4.6,91.6,0.91890901,221.17,229.75,3.8,4.0857,3872,1264,29663287,Nordeste
8118,2105658,MA,2015,15777734.84,15447010.07,6591152.67,0.0,0.0,98.0,0.980434,,,5.4,83.5,0.83817101,,,3.9,4.0857,3725,1144,33134639,Nordeste
8119,2105658,MA,2017,18355982.97,18022952.53,6895665.49,6045216.19,0.0,97.5,0.97242701,197.52,191.5,5.1,89.8,0.89753199,232.75,237.52,4.0,4.0857,3582,1066,42329941,Nordeste
8120,2105658,MA,2019,19072638.74,18904490.63,7516723.91,7516223.91,0.0,94.8,0.94817901,207.36,200.38,5.3,90.4,0.90224499,244.39,253.28,4.5,4.0857,3432,981,43618969,Nordeste
8137,2918456,BA,2013,18529330.82,18233952.37,7486704.65,3701089.89,3634953.9,87.5,0.87502998,173.69,165.72,3.8,75.2,0.706442,215.71,205.49,2.6,4.3919,10012,2587,157029353,Nordeste
8138,2918456,BA,2015,23524459.73,22537326.21,8413955.77,7278633.72,0.0,83.4,0.84315997,,,4.0,77.2,0.77554798,,,,4.3919,9714,2325,98338526,Nordeste
8139,2918456,BA,2017,52022521.01,50440224.73,10745844.08,7628678.08,0.0,84.9,0.85466802,205.47,191.96,4.6,79.8,0.799514,227.13,221.08,3.3,4.3919,9423,2163,95037256,Nordeste
8140,2918456,BA,2019,27735699.29,25888391.81,19598054.78,18491606.19,13500.0,90.0,0.90057403,217.94,200.0,5.2,84.5,0.84075999,235.97,229.16,3.7,4.3919,9126,2013,93415911,Nordeste
8141,2905107,BA,2013,18996741.16,18508836.02,8076485.43,7992732.96,83752.47,87.1,0.87368101,177.92,156.28,3.7,65.3,0.66966701,222.75,225.52,2.8,4.1688,10036,2877,60327797,Nordeste
8142,2905107,BA,2015,25817997.32,25212795.57,10837032.42,8119207.97,0.0,88.7,0.89346701,,,4.1,71.0,0.716649,,,3.4,4.1688,9704,2666,80739709,Nordeste
8143,2905107,BA,2017,43217017.64,41884504.32,13401806.06,8949612.76,0.0,86.9,0.87131602,201.52,193.25,4.6,69.5,0.69939297,234.44,233.19,3.1,4.1688,9541,2582,70911330,Nordeste
8144,2905107,BA,2019,28938896.98,26323711.17,17156682.8,16478531.31,81320.78,86.8,0.86243498,200.61,184.72,4.4,73.1,0.73582798,231.47,231.3,3.2,4.1688,9213,2426,80228236,Nordeste
8145,2109759,MA,2013,12924106.77,12882282.04,5889806.5,5889806.5,0.0,94.2,0.93997902,152.41,138.47,3.2,80.1,0.80760199,215.94,210.25,3.0,3.8617,7450,2428,37282589,Nordeste
8146,2109759,MA,2015,14555800.83,14331612.96,6685971.09,0.0,0.0,93.0,0.93195701,,,4.0,81.8,0.82089502,,,3.1,3.8617,7557,2336,40179230,Nordeste
8147,2109759,MA,2017,16906524.02,16203520.73,6902501.45,4879111.06,1515605.97,92.1,0.922342,175.83,167.35,4.0,79.2,0.80049902,216.88,224.02,3.2,3.8617,7663,2316,47169102,Nordeste
8148,2109759,MA,2019,22144722.73,21919595.07,8926177.16,7129601.27,1431065.7,94.4,0.94400901,,,,81.4,0.81739098,,,,3.8617,7773,2290,51152950,Nordeste
8157,2413201,RN,2013,12380174.24,12060413.14,3126947.61,2774601.27,352066.34,83.9,0.81516403,180.0,168.78,3.6,62.6,0.64586699,237.96,214.3,2.7,4.2745,4162,1256,72925455,Nordeste
8158,2413201,RN,2015,14608473.4,13992696.75,4609204.97,3970109.33,635915.18,83.9,0.86727202,,,4.1,72.8,0.71855098,,,3.1,4.2745,4259,1241,90487951,Nordeste
8159,2413201,RN,2017,15295574.05,14740045.84,5410152.45,4519984.46,424836.5,84.4,0.84907597,184.17,161.66,3.8,55.6,0.55514801,232.32,210.02,2.2,4.2745,4350,1235,102989185,Nordeste
8160,2413201,RN,2019,18240778.14,17938011.01,5405303.63,4156993.75,535765.5,85.6,0.85493499,168.14,149.71,3.3,69.3,0.69248599,226.0,224.27,2.9,4.2745,4440,1236,120226332,Nordeste
8169,2802601,SE,2013,13170027.01,12895704.89,4386087.15,0.0,0.0,90.4,0.899625,198.25,160.66,4.2,66.4,0.65905797,227.22,207.83,2.6,4.3352,5776,1424,50427549,Nordeste
8170,2802601,SE,2015,15237570.56,14986669.16,5996507.44,5599889.24,16283.0,83.0,0.82944298,,,4.0,59.4,0.60189199,,,2.6,4.3352,5791,1346,56907355,Nordeste
8171,2802601,SE,2017,17852641.39,17253372.51,5529422.05,5438215.05,0.0,86.1,0.86154097,210.99,211.3,5.0,78.3,0.78148198,222.63,231.24,3.3,4.3352,5804,1298,66975012,Nordeste
8172,2802601,SE,2019,21725489.28,21060652.76,6656577.56,6656577.56,0.0,82.3,0.830562,204.66,188.08,4.4,71.5,0.70135498,234.71,238.08,3.2,4.3352,5818,1265,73683512,Nordeste
8173,2308807,CE,2013,16883905.77,16351962.31,6510295.46,5935515.62,320104.66,97.3,0.97454298,212.83,198.32,5.5,86.3,0.86328602,250.92,253.13,4.4,3.7836,8404,2245,40079388,Nordeste
8174,2308807,CE,2015,20277574.06,19326372.75,8168051.4,1361090.11,53258.36,98.7,0.98778498,,,6.2,85.5,0.860129,,,4.3,3.7836,8517,2139,73750536,Nordeste
8175,2308807,CE,2017,22204272.78,21263037.86,10526780.05,1709208.98,1229055.0,96.2,0.96327603,239.61,224.61,6.4,88.6,0.88832003,266.83,267.22,4.9,3.7836,8631,2083,62690056,Nordeste
8176,2308807,CE,2019,26704138.19,25314676.14,9839990.45,1810680.43,80426.75,96.9,0.96737403,239.05,223.36,6.4,87.0,0.87156802,268.52,265.61,4.9,3.7836,8724,2047,68690591,Nordeste
8181,2409209,RN,2013,11604053.17,10845176.32,2677934.81,2030191.5,563500.7,90.3,0.90938199,181.49,168.46,4.1,75.1,0.77494299,222.86,226.05,3.2,4.6138,3005,746,23982735,Nordeste
8182,2409209,RN,2015,12421094.74,11929090.04,3482363.69,2512094.81,719034.36,88.8,0.89395899,,,3.9,65.7,0.66155797,,,2.8,4.6138,3035,711,26494543,Nordeste
8183,2409209,RN,2017,13875960.96,13537588.79,4221853.45,3390756.48,688777.17,84.1,0.84827501,181.44,177.72,4.0,75.6,0.76649499,229.53,236.02,3.4,4.6138,3062,695,30553785,Nordeste
8184,2409209,RN,2019,16522557.69,16204771.81,4693344.61,3656753.36,735172.8,88.5,0.89960402,186.27,177.32,4.3,73.3,0.72688901,245.11,236.27,3.4,4.6138,3089,682,34134561,Nordeste
8189,2405108,RN,2013,15398045.16,14225485.87,4581382.54,4497295.41,84087.13,78.2,0.78776199,152.58,148.1,2.8,60.7,0.63150698,219.41,210.02,2.4,4.3977,7006,1975,44739884,Nordeste
8190,2405108,RN,2015,19117352.01,15640623.74,5793429.46,5577946.86,197642.13,78.0,0.788894,,,3.3,66.0,0.68345898,,,2.9,4.3977,6807,1825,62240397,Nordeste
8191,2405108,RN,2017,21399262.57,16758733.24,7791313.78,7716355.61,72908.17,88.9,0.89624,163.89,148.6,3.4,77.4,0.78785402,206.5,208.5,2.8,4.3977,6838,1757,74771737,Nordeste
8192,2405108,RN,2019,28425344.19,26911538.62,8647568.43,6976204.61,416650.36,88.1,0.89639401,174.44,160.8,3.8,90.0,0.90880799,244.36,242.63,4.3,4.3977,6878,1707,76005530,Nordeste
8193,2931053,BA,2013,28329903.96,27569724.83,11770449.96,11644653.7,6171.0,92.8,0.92679399,200.42,178.99,4.7,74.3,0.751984,266.8,245.35,3.9,4.6223,16867,4248,110714800,Nordeste
8194,2931053,BA,2015,36858700.38,35661965.93,14802647.43,14655218.74,147428.69,89.2,0.887604,,,5.1,72.4,0.71436697,,,3.4,4.6223,17035,4094,131936530,Nordeste
8195,2931053,BA,2017,40900813.91,39392055.06,17032384.65,16191045.34,694050.77,88.9,0.90947801,213.24,201.35,5.2,77.0,0.77129602,274.05,265.13,4.4,4.6223,17200,3948,155308206,Nordeste
8196,2931053,BA,2019,46891221.01,45499116.7,17247376.65,14823335.62,1769304.51,95.0,0.94632399,237.8,223.44,6.2,79.8,0.79723197,277.42,257.86,4.5,4.6223,17366,3821,165485979,Nordeste
8197,2926202,BA,2013,47085180.83,45744010.06,17759784.58,16733595.57,6032.61,89.4,0.89331198,158.91,148.35,3.3,80.4,0.80907899,218.89,210.99,3.1,4.3869,22368,5831,400907027,Nordeste
8198,2926202,BA,2015,61091194.71,59147452.97,24173309.99,23291229.05,271805.09,85.8,0.85554397,,,4.1,77.1,0.78278297,,,,4.3869,22358,5479,731611775,Nordeste
8199,2926202,BA,2017,67896402.11,64212915.66,24412865.7,23440032.5,245785.42,87.6,0.87843603,189.0,178.5,4.2,71.2,0.72452903,225.61,222.41,3.0,4.3869,22348,5306,664469902,Nordeste
8200,2926202,BA,2019,78029011.8,72626534.15,29323344.35,28163874.65,0.0,87.8,0.877294,183.19,172.77,4.0,78.6,0.79672301,247.19,246.07,3.9,4.3869,22339,5164,780488558,Nordeste
8201,2929503,BA,2013,82645322.46,68543866.77,28288240.03,21684524.34,3617320.47,87.9,0.89424002,181.52,173.19,4.1,69.4,0.70537102,217.36,222.46,2.8,4.4565,43469,10065,830623552,Nordeste
8202,2929503,BA,2015,91889112.35,76412404.48,35839530.82,24277470.46,4246299.66,85.2,0.85682499,,,4.1,75.4,0.75965798,,,3.4,4.4565,43749,9629,669667870,Nordeste
8203,2929503,BA,2017,114981219.02,101127643.19,37291331.68,24808793.26,5066429.81,88.6,0.88551199,201.11,205.13,4.9,78.1,0.78172803,226.49,237.1,3.4,4.4565,44022,9297,549275314,Nordeste
8204,2929503,BA,2019,131963799.52,113122119.88,37958113.54,24431893.51,4827506.3,93.7,0.937123,217.71,208.77,5.5,84.4,0.84422398,230.91,236.83,3.8,4.4565,44300,9012,691310421,Nordeste
8205,2304004,CE,2013,37384624.67,34299872.2,14535807.23,9858271.88,5316.29,99.2,0.99235702,228.27,206.77,6.0,97.1,0.97187901,255.72,248.33,4.9,3.8408,22719,6020,105188120,Nordeste
8206,2304004,CE,2015,43882006.77,41795047.77,19467971.17,15110569.08,234377.77,99.9,0.99879402,,,7.8,97.3,0.974015,,,5.6,3.8408,22933,5674,127735274,Nordeste
8207,2304004,CE,2017,51365196.89,48207563.83,21785424.15,12590649.44,24159.2,99.9,0.99939901,278.51,252.97,7.9,98.1,0.980847,273.14,256.45,5.4,3.8408,23148,5479,150373179,Nordeste
8208,2304004,CE,2019,57489930.78,55483626.47,22805571.18,19117999.03,25088.85,100.0,1.0,240.52,222.44,6.6,99.0,0.98921299,279.23,268.57,5.7,3.8408,23136,5294,175962766,Nordeste
8209,2311108,CE,2013,28007769.61,26724361.21,12938479.76,11764744.07,961581.13,99.5,0.994569,232.72,212.24,6.2,96.9,0.96858501,256.26,223.58,4.5,4.2243,15247,3881,81973701,Nordeste
8210,2311108,CE,2015,37875636.74,35712925.4,14801323.29,13482088.26,769049.13,99.9,0.99899602,,,6.3,98.8,0.98795003,,,5.2,4.2243,15168,3716,106835828,Nordeste
8211,2311108,CE,2017,40375086.4,38750982.13,17107473.89,14742344.98,2016424.77,99.8,0.99819499,241.85,214.66,6.5,97.6,0.97513199,240.88,239.83,4.6,4.2243,15088,3625,136553831,Nordeste
8212,2311108,CE,2019,49367252.63,44299539.08,18935052.18,17692970.84,780581.34,100.0,1.0,225.91,205.17,6.0,98.7,0.98808801,250.58,246.21,4.9,4.2243,14996,3595,155560102,Nordeste
8221,2102077,MA,2013,22327954.63,21392851.68,10398031.98,6961278.29,1765238.14,94.4,0.94559002,166.32,148.66,3.6,94.5,0.94778597,212.78,213.97,3.6,4.0525,15585,4789,65700989,Nordeste
8222,2102077,MA,2015,26027525.99,25408241.94,12679613.24,8213820.39,3645224.07,92.8,0.92768401,,,4.3,83.9,0.84258902,,,3.8,4.0525,15716,4627,79866929,Nordeste
